idacr	leader	plad_id	archigos_id	startdate	enddate	startyear	endyear	adm0	adm1	adm2	country	continent	latitude	longitude	geoname	geo_precision	foreign_leader	ethnicity1	ethnicity2	ethnicity_geoepr1	ethnicity_geoepr2	ethnicitysource1	ethnicitysource2	ethnicity_precision	entry	exit	gender	yrborn	birthdate	uid	id_0	id_1	id_2	gid_0	gid_1	gid_2	edu_name	edu_r	birthplace_comment_external	ethnicity_comment_external
"BHM"	"Christie"	"BHM_2012_1"	"81deda9d-1e42-11e4-b4cd-db5882bf8def"	2012-05-08	2017-05-11	2012.0	2017.0	"Bahamas"	"New Providence"	"."	"Bahamas"	"Americas"	25.05823	-77.34306	"Nassau"	1	"0"	"Black"	"."	"Afro-Bahamians (Black)"	"."	"https://biography.jrank.org/pages/2793/Christie-Perry.html"	"."	2	"Regular"	"Regular"	"M"	1943	1943-08-21	"10511"	"18"	"21"	"."	"BHS"	"BHS.21_1"	"."	"Bachelor��s degree in law"	6	"GADM reports no ADM2 regions, but geo_prec=1"	"."
"BHM"	"Minnis"	"BHM_2017_1"	"."	2017-05-11	2021-09-17	2017.0	2021.0	"Bahamas"	"New Providence"	"."	"Bahamas"	"Americas"	25.05823	-77.34306	"Bain Town"	1	"0"	"Black"	"."	"Afro-Bahamians (Black)"	"."	"https://books.google.de/books?id=1EiRDwAAQBAJ&pg=RA3-PA2018-IA6&lpg=RA3-PA2018-IA6&dq=Hubert+Minnis+%22black%22&source=bl&ots=m7s8iMgZED&sig=ACfU3U3xpFeoAru_EvVw_1y2gmaVVBXSiw&hl=en&sa=X&ved=2ahUKEwjJrpy19NDpAhXwwqYKHRQUA9sQ6AEwGHoECAgQAQ#v=onepage&q=Hubert%20Minnis%20%22black%22&f=false"	"https://en.wikipedia.org/wiki/Free_National_Movement"	2	"Regular"	"Regular"	"M"	1954	1954-05-11	"10511"	"18"	"21"	"."	"BHS"	"BHS.21_1"	"."	"PhD in medicine"	8	"GADM reports no ADM2 regions, but geo_prec=1"	"."
"BHM"	"Philip Brave Davis"	"BHM_2021_1"	"."	2021-09-17	2023-12-31	2021.0	2023.0	"Bahamas"	"New Providence"	"."	"Bahamas"	"Americas"	25.05823	-77.34306	"Nassau"	1	"0"	"Black"	"."	"Afro-Bahamians (Black)"	"."	"http://www.tribune242.com/news/2022/sep/24/prime-minister-tells-un-general-assembly-black-gov/"	"https://bahamaschronicle.com/prime-minister-davis-honored-by-onyx-magazine-at-its-annual-man-of-honor-awards-dinner-in-orlando/"	2	"Regular"	"Still in Office"	"M"	1951	1951-06-07	"."	"."	"."	"."	"BHS"	"BHS.21_1"	"."	"Graduate Degree in Law"	7	"."	"."
"BHU"	"Wangchuck, Jigme Singye"	"BHU_1972_1"	"8247f510-1e42-11e4-b4cd-db5882bf8def"	1972-07-21	1998-07-20	1972.0	1998.0	"Bhutan"	"Thimphu"	"Chang"	"Bhutan"	"Asia"	27.46609	89.64191	"Thimpu"	1	"0"	"Drukpa"	"."	"Ngalops (Drupka)"	"."	"https://www.thenation.com/article/enigma-bhutan/"	"."	2	"Regular"	"Regular"	"M"	1955	1955-11-11	"188960"	"27"	"14"	"135"	"BTN"	"BTN.14_1"	"BTN.14.1_1"	"."	6	"."	"."
"BHU"	"Lyonpo Jigme Thinley"	"BHU_1998_1"	"8247f511-1e42-11e4-b4cd-db5882bf8def"	1998-07-20	1999-07-09	1998.0	1999.0	"Bhutan"	"Bumthang"	"."	"Bhutan"	"Asia"	27.641838	90.67731	"Bumthang District"	4	"0"	"Drukpa"	"."	"Ngalops (Drupka)"	"."	"."	"."	3	"Regular"	"Regular"	"M"	1952		"."	"27"	"1"	"."	"BTN"	"BTN.1_1"	"."	"."	7	"."	"Assessment of ethnicity is based on ethnicity of ruling group."
"BHU"	"Lyonpo Sangay Ngedup"	"BHU_1999_1"	"8247f512-1e42-11e4-b4cd-db5882bf8def"	1999-07-09	2000-07-20	1999.0	2000.0	"Bhutan"	"Punakha"	"Dzoma"	"Bhutan"	"Asia"	27.59137	89.87743	"Nobgang"	1	"0"	"Drukpa"	"."	"Ngalops (Drupka)"	"."	"."	"."	3	"Regular"	"Regular"	"M"	1953		"188737"	"27"	"10"	"88"	"BTN"	"BTN.10_1"	"BTN.10.3_1"	"Diplomatic education"	7	"."	"Assessment of ethnicity is based on ethnicity of ruling group."
"BHU"	"Lyonpo Yeshey Zimba"	"BHU_2000_1"	"8247f513-1e42-11e4-b4cd-db5882bf8def"	2000-07-20	2001-08-08	2000.0	2001.0	"Bhutan"	"."	"."	"Bhutan"	"Asia"			"."	7	"."	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"M"	1952		"."	"."	"."	"."	"."	"."	"."	"Master��s degree in economics"	7	"."	"."
"BHU"	"Lyonpo Khandu Wangchuk"	"BHU_2001_1"	"824825e2-1e42-11e4-b4cd-db5882bf8def"	2001-08-08	2002-08-14	2001.0	2002.0	"Bhutan"	"Paro"	"Wangchang"	"Bhutan"	"Asia"	27.4305	89.41334	"Paro"	1	"0"	"Drukpa"	"."	"Ngalops (Drupka)"	"."	"https://www.thenation.com/article/enigma-bhutan/"	"."	2	"Regular"	"Regular"	"M"	1950		"189167"	"27"	"8"	"74"	"BTN"	"BTN.8_1"	"BTN.8.10_1"	"."		"."	"Assessment of ethnicity is based on ethnicity of ruling group."
"BHU"	"Lyonpo Kinzang Dorji"	"BHU_2002_1"	"824825e3-1e42-11e4-b4cd-db5882bf8def"	2002-08-14	2003-08-30	2002.0	2003.0	"Bhutan"	"Monggar"	"Chhali"	"Bhutan"	"Asia"	27.3053	91.2344	"."	3	"0"	"Drukpa"	"."	"Ngalops (Drupka)"	"."	"."	"."	3	"Regular"	"Regular"	"M"	1951		"189356"	"27"	"7"	"50"	"BTN"	"BTN.7_1"	"BTN.7.3_1"	"."	6	"."	"Assessment of ethnicity is based on ethnicity of ruling group."
"BHU"	"Lyonpo Jigme Thinley"	"BHU_2003_1"	"8247f511-1e42-11e4-b4cd-db5882bf8def"	2003-08-30	2004-08-18	2003.0	2004.0	"Bhutan"	"Bumthang"	"."	"Bhutan"	"Asia"	27.641838	90.67731	"Bumthang District"	4	"0"	"Drukpa"	"."	"Ngalops (Drupka)"	"."	"."	"."	3	"Regular"	"Regular"	"M"	1952		"."	"27"	"1"	"."	"BTN"	"BTN.1_1"	"."	"."	7	"."	"Assessment of ethnicity is based on ethnicity of ruling group."
"BHU"	"Lyonpo Yeshey Zimba"	"BHU_2004_1"	"8247f513-1e42-11e4-b4cd-db5882bf8def"	2004-08-18	2005-09-05	2004.0	2005.0	"Bhutan"	"."	"."	"Bhutan"	"Asia"			"."	7	"."	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"M"	1952		"."	"."	"."	"."	"."	"."	"."	"Master��s degree in economics"	7	"."	"."
"BHU"	"Lyonpo Sangay Ngedup"	"BHU_2005_1"	"8247f512-1e42-11e4-b4cd-db5882bf8def"	2005-09-05	2006-09-07	2005.0	2006.0	"Bhutan"	"Punakha"	"Dzoma"	"Bhutan"	"Asia"	27.59137	89.87743	"Nobgang"	1	"0"	"Drukpa"	"."	"Ngalops (Drupka)"	"."	"."	"."	3	"Regular"	"Regular"	"M"	1953		"188737"	"27"	"10"	"88"	"BTN"	"BTN.10_1"	"BTN.10.3_1"	"Diplomatic education"	7	"."	"Assessment of ethnicity is based on ethnicity of ruling group."
"BHU"	"Lyonpo Khandu Wangchuk"	"BHU_2006_1"	"824825e2-1e42-11e4-b4cd-db5882bf8def"	2006-09-07	2007-07-31	2006.0	2007.0	"Bhutan"	"Paro"	"Wangchang"	"Bhutan"	"Asia"	27.4305	89.41334	"Paro"	1	"0"	"Drukpa"	"."	"Ngalops (Drupka)"	"."	"https://www.thenation.com/article/enigma-bhutan/"	"."	2	"Regular"	"Regular"	"M"	1950		"189167"	"27"	"8"	"74"	"BTN"	"BTN.8_1"	"BTN.8.10_1"	"."		"."	"Assessment of ethnicity is based on ethnicity of ruling group."
"BHU"	"Lyonpo Kinzang Dorji"	"BHU_2007_1"	"824825e3-1e42-11e4-b4cd-db5882bf8def"	2007-07-31	2008-04-09	2007.0	2008.0	"Bhutan"	"Monggar"	"Chhali"	"Bhutan"	"Asia"	27.3053	91.2344	"."	3	"0"	"Drukpa"	"."	"Ngalops (Drupka)"	"."	"."	"."	3	"Regular"	"Regular"	"M"	1951		"189356"	"27"	"7"	"50"	"BTN"	"BTN.7_1"	"BTN.7.3_1"	"."	6	"."	"Assessment of ethnicity is based on ethnicity of ruling group."
"BHU"	"Lyonpo Jigme Thinley"	"BHU_2008_1"	"8247f511-1e42-11e4-b4cd-db5882bf8def"	2008-04-09	2013-07-30	2008.0	2013.0	"Bhutan"	"Bumthang"	"."	"Bhutan"	"Asia"	27.641838	90.67731	"Bumthang District"	4	"0"	"Drukpa"	"."	"Ngalops (Drupka)"	"."	"."	"."	3	"Regular"	"Regular"	"M"	1952		"."	"27"	"1"	"."	"BTN"	"BTN.1_1"	"."	"."	7	"."	"Assessment of ethnicity is based on ethnicity of ruling group."
"BHU"	"Tobgay"	"BHU_2013_1"	"2b3ec87c-3481-11e4-8dba-bbcd9ed46413"	2013-07-30	2018-08-09	2013.0	2018.0	"Bhutan"	"Haa"	"."	"Bhutan"	"Asia"	27.265167	89.1706	"Haa District"	4	"0"	"Drukpa"	"."	"Ngalops (Drupka)"	"."	"."	"."	3	"Regular"	"Regular"	"M"	1965	1965-09-19	"."	"27"	"5"	"."	"BTN"	"BTN.5_1"	"."	"Master��s degree in public administration"	7	"."	"Assessment of ethnicity is based on ethnicity of ruling group."
"BHU"	"Tshering Wangchuk"	"BHU_2018_1"	"."	2018-08-09	2018-11-07	2018.0	2018.0	"Bhutan"	"."	"."	"Bhutan"	"Asia"			"."	7	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"M"	1980	1980-02-21	"."	"."	"."	"."	"."	"."	"."	"Master��s degree in law"	7	"."	"."
"BHU"	"Lotay Tshering"	"BHU_2018_2"	"."	2018-11-07	2023-12-31	2018.0	2023.0	"Bhutan"	"Thimphu"	"Chang"	"Bhutan"	"Asia"	27.46609	89.64191	"Dalukha village"	1	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Still in Office"	"M"	1969	1969-05-10	"188960"	"27"	"14"	"135"	"BTN"	"BTN.14_1"	"BTN.14.1_1"	"Master��s degree in business administration"	7	"."	"."
"BLR"	"Shushkevich"	"BLR_1991_1"	"8222f3a9-1e42-11e4-b4cd-db5882bf8def"	1991-09-18	1994-01-26	1991.0	1994.0	"Belarus"	"Minsk"	"Minsk"	"Belarus"	"Europe"	53.9	27.56667	"Minsk"	1	"0"	"Belarus"	"Polish"	"Byelorussians"	"Poles"	"https://belarusfeed.com/shushkevich-quotes-lukashenko-russia-home-policy/"	"https://en.wikipedia.org/wiki/Stanislav_Shushkevich"	2	"Regular"	"Regular"	"M"	1934	1934-12-15	"37950"	"22"	"5"	"86"	"BLR"	"BLR.5_1"	"BLR.5.11_1"	"."	8	"."	"."
"BLR"	"Kuznyatsu"	"BLR_1994_1"	"8223247c-1e42-11e4-b4cd-db5882bf8def"	1994-01-26	1994-01-28	1994.0	1994.0	"Belarus"	"."	"."	"Belarus"	"Europe"			"."	7	"."	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"M"	1947		"."	"."	"."	"."	"."	"."	"."	"."		"."	"."
"BLR"	"Hryb"	"BLR_1994_2"	"8223247d-1e42-11e4-b4cd-db5882bf8def"	1994-01-28	1994-07-20	1994.0	1994.0	"Belarus"	"Brest"	"Baranavichy"	"Belarus"	"Europe"	53.1648	26.1706	"Sawicze"	1	"0"	"Belarus"	"."	"Byelorussians"	"."	"https://wikivisually.com/wiki/Myechyslaw_Hryb"	"."	3	"Regular"	"Regular"	"M"	1938		"39903"	"22"	"1"	"1"	"BLR"	"BLR.1_1"	"BLR.1.1_1"	"."		"."	"."
"BLR"	"Lukashenko"	"BLR_1994_3"	"82235550-1e42-11e4-b4cd-db5882bf8def"	1994-07-20	2023-12-31	1994.0	2023.0	"Belarus"	"Vitsyebsk"	"Arsha"	"Belarus"	"Europe"	54.3221	30.2897	"Kopys"	1	"0"	"Belarus"	"Ukrainian"	"Byelorussians"	"Ukrainians"	"http://ethnicelebs.com/alexander-lukashenko"	"https://www.britannica.com/biography/Alexander-Lukashenko"	2	"Regular"	"Still in Office"	"M"	1954	1954-08-30	"37201"	"22"	"6"	"98"	"BLR"	"BLR.6_1"	"BLR.6.1_1"	"."	6	"."	"."
"BLZ"	"Price"	"BLZ_1989_1"	"81e4f53c-1e42-11e4-b4cd-db5882bf8def"	1989-11-07	1993-07-03	1989.0	1993.0	"Belize"	"Belize"	"."	"Belize"	"Americas"	17.49952	-88.19756	"Belize City"	1	"0"	"Scottish, Mayan"	"."	"Mestizos"	"."	"https://amandala.com.bz/news/the-royal-family-of-belize/"	"https://www.nytimes.com/1984/12/16/world/the-comet-of-belize.html"	1	"Regular"	"Regular"	"M"	1919	1919-01-15	"11691"	"24"	"1"	"."	"BLZ"	"BLZ.1_1"	"."	"Secondary school diploma"	4	"."	"."
"BLZ"	"Esquivel"	"BLZ_1993_1"	"81e4f53d-1e42-11e4-b4cd-db5882bf8def"	1993-07-03	1998-08-28	1993.0	1998.0	"Belize"	"Belize"	"."	"Belize"	"Americas"	17.49952	-88.19756	"Belize City"	1	"0"	"Mestizo"	"."	"Mestizos"	"."	"https://books.google.de/books?id=f2tNDwAAQBAJ&pg=PT153&lpg=PT153&dq=manuel+esquivel+%22ethnicity%22&source=bl&ots=Kf5ijHYqIJ&sig=ACfU3U3muKG7_pM64FGIBKpxsv0i_q1zEw&hl=en&sa=X&ved=2ahUKEwiGy5vN2snoAhUjwuYKHckICVsQ6AEwBnoECBcQLw#v=onepage&q=manuel%20esquivel%20%22ethnicity%22&f=false"	"https://www.nytimes.com/1984/12/16/world/the-comet-of-belize.html"	1	"Regular"	"Regular"	"M"	1940	1940-05-02	"11691"	"24"	"1"	"."	"BLZ"	"BLZ.1_1"	"."	"Postgraduate degree in physics education"	7	"."	"."
"BLZ"	"Musa"	"BLZ_1998_1"	"81e4f53e-1e42-11e4-b4cd-db5882bf8def"	1998-08-28	2008-02-08	1998.0	2008.0	"Belize"	"Cayo"	"."	"Belize"	"Americas"	17.1588	-89.0696	"San Ignacio"	1	"0"	"Middle Eastern"	"."	"."	"."	"https://www.nndb.com/people/720/000162234/"	"."	2	"Regular"	"Regular"	"M"	1944	1944-03-19	"11690"	"24"	"2"	"."	"BLZ"	"BLZ.2_1"	"."	"."	6	"."	"."
"BLZ"	"D.Barrow"	"BLZ_2008_1"	"825059b0-1e42-11e4-b4cd-db5882bf8def"	2008-02-08	2020-11-12	2008.0	2020.0	"Belize"	"Belize"	"."	"Belize"	"Americas"	17.49952	-88.19756	"Belize City"	1	"0"	"Black"	"."	"Garifuna"	"."	"https://www.encyclopedia.com/education/news-wires-white-papers-and-books/barrow-dean"	"."	2	"Regular"	"Regular"	"M"	1951	1951-03-02	"11691"	"24"	"1"	"."	"BLZ"	"BLZ.1_1"	"."	"."	7	"."	"."
"BLZ"	"Juan Briceno"	"BLZ_2020_1"	"."	2020-11-12	2023-12-31	2020.0	2023.0	"Belize"	"Orange Walk"	"."	"Belize"	"Americas"	18.0812	-88.5633	"Orange Walk Town"	1	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Still in Office"	"M"	1960	1960-07-17	"11578"	"24"	"4"	"."	"BLZ"	"BLZ.4_1"	"."	"Bachelor��s degree in business administration"	6	"."	"."
"BNG"	"Ershad"	"BNG_1982_1"	"8248e93f-1e42-11e4-b4cd-db5882bf8def"	1982-03-27	1990-12-06	1982.0	1990.0	"India"	"West Bengal"	"Koch Bihar"	"Bangladesh"	"Asia"	26.13526	89.46129	"Dinhata"	1	"1"	"Bengali"	"."	"Bengali Muslims"	"."	"https://www.ucanews.com/news/ershad-leaves-bitter-bangladesh-legacy/85649"	"https://amarmp.com/mp/42/biography"	1	"Irregular"	"Irregular"	"M"	1930	1930-02-01	"191332"	"105"	"36"	"656"	"IND"	"IND.36_1"	"IND.36.10_1"	"."	6	"."	"."
"BNG"	"Ahmed"	"BNG_1990_1"	"8248e940-1e42-11e4-b4cd-db5882bf8def"	1990-12-06	1991-03-20	1990.0	1991.0	"Bangladesh"	"Dhaka"	"Netrakona"	"Bangladesh"	"Asia"	24.65	90.84167	"Pemal"	1	"0"	"."	"."	"Bengali Muslims"	"."	"https://www.wikidata.org/wiki/Q3250277"	"."		"Irregular"	"Regular"	"M"	1930	1930-02-01	"192994"	"20"	"3"	"30"	"BGD"	"BGD.3_1"	"BGD.3.13_1"	"."		"."	"Assessment of ethnicity is based on father's religion (was an Iman)."
"BNG"	"Khaleda Zia"	"BNG_1991_1"	"3651f2c8-3bbd-11e5-afeb-eb6f07f9fec7"	1991-03-20	1996-03-30	1991.0	1996.0	"Bangladesh"	"."	"."	"Bangladesh"	"Asia"	25.61668	88.75	"Jalpaiguri in Dinajpur district"	7	"0"	"Bengali"	"."	"Bengali Muslims"	"."	"http://en.banglapedia.org/index.php?title=Zia,_Begum_Khaleda"	"."	3	"Regular"	"Regular"	"F"	1945		"."	"."	"."	"."	"BGD"	"BGD.6_1"	"."	"Secondary school diploma"	4	"Birthplace is based on CIDOB database and English Wikipedia. Encyclopedia Britannica reports an alternative birthplace  (Din?jpur), which is based in today's Bangladesh."	"."
"BNG"	"Mohammad Habibur Rahman"	"BNG_1996_1"	"8248e942-1e42-11e4-b4cd-db5882bf8def"	1996-03-30	1996-06-23	1996.0	1996.0	"India"	"West Bengal"	"Murshidabad"	"Bangladesh"	"Asia"	24.1839	88.27171	"Murshidabad"	1	"1"	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"M"	1930		"193409"	"105"	"36"	"659"	"IND"	"IND.36_1"	"IND.36.13_1"	"."	6	"."	"."
"BNG"	"Hasina Wazed"	"BNG_1996_2"	"365240e8-3bbd-11e5-afeb-eb6f07f9fec7"	1996-06-23	2001-07-15	1996.0	2001.0	"Bangladesh"	"Dhaka"	"Gopalganj"	"Bangladesh"	"Asia"	22.907337	89.89845	"Tungipara"	3	"0"	"Bengali"	"."	"Bengali Muslims"	"."	"http://www.bpb.de/nachschlagen/lexika/fischer-weltalmanach/66178/wajed-sheikh-hasina"	"https://www.washingtonpost.com/gdpr-consent/?destination=%2farchive%2fpolitics%2f1981%2f09%2f10%2fdaughter-of-slain-bangladesh-leader-entering-the-political-wars%2f63329aab-3a56-45fb-be63-81ae60511646%2f%3f&utm_term=.2b881883b19d"	3	"Regular"	"Regular"	"F"	1947	1947-09-28	"196223"	"20"	"3"	"21"	"BGD"	"BGD.3_1"	"BGD.3.4_1"	"."	6	"."	"."
"BNG"	"Latifur Rahman"	"BNG_2001_1"	"82491a11-1e42-11e4-b4cd-db5882bf8def"	2001-07-15	2001-10-10	2001.0	2001.0	"Bangladesh"	"Khulna"	"Jessore"	"Bangladesh"	"Asia"	23.16971	89.21371	"Jessore"	1	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"M"	1936		"195645"	"20"	"4"	"37"	"BGD"	"BGD.4_1"	"BGD.4.3_1"	"Master��s degree in english literature"	7	"."	"."
"BNG"	"Khaleda Zia"	"BNG_2001_2"	"3651f2c8-3bbd-11e5-afeb-eb6f07f9fec7"	2001-10-10	2006-10-29	2001.0	2006.0	"Bangladesh"	"."	"."	"Bangladesh"	"Asia"	25.61668	88.75	"Jalpaiguri in Dinajpur district"	7	"0"	"Bengali"	"."	"Bengali Muslims"	"."	"http://en.banglapedia.org/index.php?title=Zia,_Begum_Khaleda"	"."	3	"Regular"	"Regular"	"F"	1945		"."	"."	"."	"."	"BGD"	"BGD.6_1"	"."	"Secondary school diploma"	4	"Birthplace is based on CIDOB database and English Wikipedia. Encyclopedia Britannica reports an alternative birthplace  (Din?jpur), which is based in today's Bangladesh."	"."
"BNG"	"Iajuddin"	"BNG_2006_1"	"82551e7d-1e42-11e4-b4cd-db5882bf8def"	2006-10-29	2007-01-12	2006.0	2007.0	"Bangladesh"	"Dhaka"	"Munshiganj"	"Bangladesh"	"Asia"	23.498093	90.41266	"Munshiganj"	3	"0"	"Bengali"	"."	"Bengali Muslims"	"."	"https://web.archive.org/web/20070810115053/http://www.mofa.gov.bd/president.htm"	"."	2	"Regular"	"Irregular"	"M"	1931		"195080"	"20"	"3"	"26"	"BGD"	"BGD.3_1"	"BGD.3.9_1"	"PhD in soil science"	8	"."	"."
"BNG"	"Fakhruddin"	"BNG_2007_1"	"82554f4c-1e42-11e4-b4cd-db5882bf8def"	2007-01-12	2009-01-06	2007.0	2009.0	"Bangladesh"	"Dhaka"	"Munshiganj"	"Bangladesh"	"Asia"	23.498093	90.41266	"Munshiganj"	3	"0"	"Bengali"	"."	"Bengali Muslims"	"."	"https://en.wikipedia.org/wiki/Fakhruddin_Ahmed"	"."	3	"Regular"	"Regular"	"M"	1940		"195080"	"20"	"3"	"26"	"BGD"	"BGD.3_1"	"BGD.3.9_1"	"."	8	"."	"."
"BNG"	"Hasina Wazed"	"BNG_2009_1"	"365240e8-3bbd-11e5-afeb-eb6f07f9fec7"	2009-01-06	2023-12-31	2009.0	2023.0	"Bangladesh"	"Dhaka"	"Gopalganj"	"Bangladesh"	"Asia"	22.907337	89.89845	"Tungipara"	3	"0"	"Bengali"	"."	"Bengali Muslims"	"."	"http://www.bpb.de/nachschlagen/lexika/fischer-weltalmanach/66178/wajed-sheikh-hasina"	"https://www.washingtonpost.com/gdpr-consent/?destination=%2farchive%2fpolitics%2f1981%2f09%2f10%2fdaughter-of-slain-bangladesh-leader-entering-the-political-wars%2f63329aab-3a56-45fb-be63-81ae60511646%2f%3f&utm_term=.2b881883b19d"	3	"Regular"	"Still in Office"	"F"	1947	1947-09-28	"196223"	"20"	"3"	"21"	"BGD"	"BGD.3_1"	"BGD.3.4_1"	"."	6	"."	"."
"BOL"	"Paz Zamora"	"BOL_1989_1"	"81fe53ee-1e42-11e4-b4cd-db5882bf8def"	1989-08-06	1993-08-06	1989.0	1993.0	"Bolivia"	"Cochabamba"	"Cercado"	"Bolivia"	"Americas"	-17.3895	-66.1568	"Cochabamba"	1	"0"	"Bolivian"	"."	"Whites/mestizos"	"."	"https://www.cidob.org/biografias_lideres_politicos/america_del_sur/bolivia/jaime_paz_zamora"	"."	3	"Regular"	"Regular"	"M"	1939	1939-04-15	"22823"	"28"	"2"	"16"	"BOL"	"BOL.2_1"	"BOL.2.6_1"	"."	6	"."	"."
"BOL"	"Gonzalo Sanchez de Lozada"	"BOL_1993_1"	"81fe53ef-1e42-11e4-b4cd-db5882bf8def"	1993-08-06	1997-08-06	1993.0	1997.0	"Bolivia"	"La Paz"	"."	"Bolivia"	"Americas"	-16.5	-68.15	"La Paz"	4	"0"	"Bolivian"	"."	"Whites/mestizos"	"."	"https://www.cidob.org/biografias_lideres_politicos/america_del_sur/bolivia/gonzalo_sanchez_de_lozada/(language)/esl-ES"	"."	3	"Regular"	"Regular"	"M"	1930		"."	"28"	"4"	"."	"BOL"	"BOL.4_1"	"."	"Degree in literature and philosophy"	6	"."	"."
"BOL"	"Banzer Suarez"	"BOL_1997_1"	"81fe230d-1e42-11e4-b4cd-db5882bf8def"	1997-08-06	2001-08-07	1997.0	2001.0	"Bolivia"	"Santa Cruz"	"Andr��s Ib����ez"	"Bolivia"	"Americas"	-17.78629	-63.18117	"Santa Cruz"	1	"0"	"German"	"."	"Whites/mestizos"	"."	"https://www.cidob.org/biografias_lideres_politicos/america_del_sur/bolivia/hugo_banzer_suarez"	"."	2	"Regular"	"Retired Due to Ill Health"	"M"	1926	1926-07-10	"22884"	"28"	"8"	"78"	"BOL"	"BOL.8_1"	"BOL.8.1_1"	"Military degree"	6	"."	"."
"BOL"	"Jorge Quiroga Ramirez"	"BOL_2001_1"	"81fe84be-1e42-11e4-b4cd-db5882bf8def"	2001-08-07	2002-08-06	2001.0	2002.0	"Bolivia"	"Cochabamba"	"Cercado"	"Bolivia"	"Americas"	-17.3895	-66.1568	"Cochabamba"	1	"0"	"Bolivian"	"."	"Whites/mestizos"	"."	"https://www.cidob.org/biografias_lideres_politicos/america_del_sur/bolivia/jorge_quiroga_ramirez"	"."	3	"Regular"	"Regular"	"M"	1960		"22823"	"28"	"2"	"16"	"BOL"	"BOL.2_1"	"BOL.2.6_1"	"."	7	"."	"."
"BOL"	"Gonzalo Sanchez de Lozada"	"BOL_2002_1"	"81fe53ef-1e42-11e4-b4cd-db5882bf8def"	2002-08-08	2003-10-17	2002.0	2003.0	"Bolivia"	"La Paz"	"."	"Bolivia"	"Americas"	-16.5	-68.15	"La Paz"	4	"0"	"Bolivian"	"."	"Whites/mestizos"	"."	"https://www.cidob.org/biografias_lideres_politicos/america_del_sur/bolivia/gonzalo_sanchez_de_lozada/(language)/esl-ES"	"."	3	"Regular"	"Regular"	"M"	1930		"."	"28"	"4"	"."	"BOL"	"BOL.4_1"	"."	"Degree in literature and philosophy"	6	"."	"."
"BOL"	"Carlos Mesa"	"BOL_2003_1"	"81fe84bf-1e42-11e4-b4cd-db5882bf8def"	2003-10-17	2005-06-09	2003.0	2005.0	"Bolivia"	"La Paz"	"."	"Bolivia"	"Americas"	-16.5	-68.15	"La Paz"	4	"0"	"Hispanic"	"."	"Whites/mestizos"	"."	"https://www.nndb.com/people/737/000094455/"	"."	2	"Regular"	"Regular"	"M"	1953	1953-08-12	"."	"28"	"4"	"."	"BOL"	"BOL.4_1"	"."	"."	6	"."	"."
"BOL"	"Enrique Rodr��guez"	"BOL_2005_1"	"8250bb5a-1e42-11e4-b4cd-db5882bf8def"	2005-06-09	2006-01-22	2005.0	2006.0	"Bolivia"	"Cochabamba"	"Cercado"	"Bolivia"	"Americas"	-17.3895	-66.1568	"Cochabamba"	1	"0"	"Austrian"	"."	"Whites/mestizos"	"."	"https://www.cidob.org/biografias_lideres_politicos/america_del_sur/bolivia/eduardo_rodriguez_veltze"	"."	2	"Regular"	"Regular"	"M"	1956		"22823"	"28"	"2"	"16"	"BOL"	"BOL.2_1"	"BOL.2.6_1"	"PhD in economics"	8	"."	"."
"BOL"	"Juan Morales"	"BOL_2006_1"	"8250bb5b-1e42-11e4-b4cd-db5882bf8def"	2006-01-22	2019-11-10	2006.0	2019.0	"Bolivia"	"Oruro"	"Sajama"	"Bolivia"	"Americas"	-18.5	-68.25	"Isallavi"	1	"0"	"Aymara"	"."	"Aymara"	"."	"https://www.reuters.com/investigates/special-report/bolivia-indigenous/"	"https://www.telesurenglish.net/analysis/Bolivian-Race-Relations-and-the-Struggle-for-Ethnic-Equality-20150320-0015.html"	1	"Regular"	"Irregular"	"M"	1959	1959-10-26	"23037"	"28"	"5"	"58"	"BOL"	"BOL.5_1"	"BOL.5.9_1"	"."	4	"."	"."
"BOL"	"Jeanine Anez"	"BOL_2019_1"	"."	2019-11-12	2020-11-08	2019.0	2020.0	"Bolivia"	"El Beni"	"Mamor��"	"Bolivia"	"Americas"	-13.041	-64.668	"San Joaquin"	1	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"F"	1967	1967-08-13	"20558"	"28"	"3"	"27"	"BOL"	"BOL.3_1"	"BOL.3.3_1"	"Graduate degree in law"	7	"."	"."
"BOL"	"Luis Arce"	"BOL_2020_1"	"."	2020-11-08	2023-12-31	2020.0	2023.0	"Bolivia"	"La Paz"	"."	"Bolivia"	"Americas"	-16.5	-68.15	"La Paz"	4	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Still in Office"	"M"	1963	1963-09-28	"."	"28"	"4"	"."	"BOL"	"BOL.4_1"	"."	"Master��s degree in economics"	7	"."	"."
